,meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
142,77.0,Ittle Dew 2+,Switch,"Nov 14, 2017",7.7,/game/switch/ittle-dew-2+,E10+,['Ludosity Interactive'],"['Role-Playing', 'Action RPG', 'General', 'Action Adventure']"
143,59.0,Mario Party: The Top 100,3DS,"Nov 10, 2017",6.5,/game/3ds/mario-party-the-top-100,E,"['Nintendo', ' Nd Cube']","['Party / Minigame', 'Miscellaneous']"
144,84.0,"Snipperclips Plus: Cut It Out, Together!",Switch,"Nov 10, 2017",8.1,/game/switch/snipperclips-plus-cut-it-out-together!,E,['SFB Games'],"['Puzzle', 'General']"
145,97.0,Super Mario Odyssey,Switch,"Oct 27, 2017",8.9,/game/switch/super-mario-odyssey,E10+,['Nintendo'],"['3D', 'Action', 'Platformer']"
146,69.0,Fire Emblem Warriors,3DS,"Oct 20, 2017",8.0,/game/3ds/fire-emblem-warriors,T,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
147,74.0,Fire Emblem Warriors,Switch,"Oct 20, 2017",7.9,/game/switch/fire-emblem-warriors,T,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
148,72.0,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy,3DS,"Oct 6, 2017",6.7,/game/3ds/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy,E10+,['Level 5'],"['Puzzle', 'General']"
149,81.0,Mario & Luigi: Superstar Saga + Bowser's Minions,3DS,"Oct 6, 2017",8.2,/game/3ds/mario-luigi-superstar-saga-+-bowsers-minions,E,['Alphadream Corporation'],"['Role-Playing', 'Japanese-Style']"
150,73.0,Yo-kai Watch 2: Psychic Specters,3DS,"Sep 29, 2017",8.2,/game/3ds/yo-kai-watch-2-psychic-specters,E10+,['Level 5'],"['Role-Playing', 'Trainer']"
151,,Hive Jump,WIIU,"Sep 28, 2017",,/game/wii-u/hive-jump,E10+,['Graphite Lab'],"['Action', '2D', 'Platformer']"
152,,Monster Hunter Stories: The Legend of Zelda,3DS,"Sep 28, 2017",,/game/3ds/monster-hunter-stories-the-legend-of-zelda,E10+,['Capcom'],"['Role-Playing', 'Action RPG', 'Japanese-Style']"
153,,Arcade Archives: Mario Bros.,Switch,"Sep 27, 2017",7.0,/game/switch/arcade-archives-mario-bros,E,['Nintendo'],"['Action', '2D', 'Platformer']"
154,75.0,Dragon Ball: Xenoverse 2,Switch,"Sep 22, 2017",7.6,/game/switch/dragon-ball-xenoverse-2,T,['Dimps Corporation'],"['3D', 'Action', 'Fighting']"
155,79.0,Pokken Tournament DX,Switch,"Sep 22, 2017",7.6,/game/switch/pokken-tournament-dx,E10+,['Bandai Namco Games'],"['3D', 'Action', 'Fighting']"
156,85.0,Metroid: Samus Returns,3DS,"Sep 15, 2017",8.8,/game/3ds/metroid-samus-returns,E10+,['Mercury Steam'],"['Open-World', 'Action Adventure']"
157,,ARMS: Lola Pop,Switch,"Sep 13, 2017",,/game/switch/arms-lola-pop,,['Nintendo'],"['3D', 'Action', 'Fighting']"
158,79.0,Monster Hunter Stories,3DS,"Sep 8, 2017",8.3,/game/3ds/monster-hunter-stories,E10+,['Capcom'],"['Role-Playing', 'Action RPG', 'Japanese-Style']"
159,70.0,Sine Mora EX,Switch,"Aug 8, 2017",7.3,/game/switch/sine-mora-ex,M,['Grasshopper Manufacture'],"['Action', ""Shoot-'Em-Up"", 'Horizontal', 'Shooter']"
160,69.0,Hey! Pikmin,3DS,"Jul 28, 2017",6.8,/game/3ds/hey!-pikmin,E10+,"['Nintendo', ' Arzest']","['Action', '2D', 'Platformer']"
161,67.0,Miitopia,3DS,"Jul 28, 2017",7.8,/game/3ds/miitopia,E,['Nintendo'],"['Action', 'General']"
162,83.0,Splatoon 2,Switch,"Jul 21, 2017",8.5,/game/switch/splatoon-2,E10+,['Nintendo'],"['Action', 'Arcade', 'Third-Person', 'Shooter']"
163,73.0,Layton's Mystery Journey: Katrielle and The Millionaire's Conspiracy,iOS,"Jul 20, 2017",7.9,/game/ios/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy,,['Level 5'],"['Puzzle', 'General']"
164,,Miitopia: Casting Call,3DS,"Jul 13, 2017",7.1,/game/3ds/miitopia-casting-call,E,['Nintendo'],"['Miscellaneous', 'Application']"
165,,ARMS: Max Brass,Switch,"Jul 12, 2017",7.3,/game/switch/arms-max-brass,,['Nintendo'],"['3D', 'Action', 'Fighting']"
166,53.0,Flip Wars,Switch,"Jul 6, 2017",6.0,/game/switch/flip-wars,T,"['OVER FENCE CO.', 'LTD.', ' Over Fence']","['Puzzle', 'General']"
167,69.0,Kirby's Blowout Blast,3DS,"Jul 6, 2017",7.1,/game/3ds/kirbys-blowout-blast,E,"['Nintendo', ' HAL Labs']","['Action', 'General']"
168,78.0,The Legend of Zelda: Breath of the Wild - The Master Trials,Switch,"Jun 30, 2017",7.7,/game/switch/the-legend-of-zelda-breath-of-the-wild---the-master-trials,E10+,['Nintendo'],"['Open-World', 'Action Adventure']"
169,,The Legend of Zelda: Breath of the Wild - The Master Trials,WIIU,"Jun 30, 2017",8.6,/game/wii-u/the-legend-of-zelda-breath-of-the-wild---the-master-trials,E10+,['Nintendo'],"['Open-World', 'Action Adventure']"
170,76.0,Ever Oasis,3DS,"Jun 23, 2017",8.1,/game/3ds/ever-oasis,E10+,['GREZZO'],"['Role-Playing', 'Action RPG']"
171,,Fire Emblem Echoes: Shadows of Valentia - Cipher Legends I,3DS,"Jun 22, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---cipher-legends-i,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
172,,Fire Emblem Echoes: Shadows of Valentia - Cipher Legends II,3DS,"Jun 22, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---cipher-legends-ii,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
173,,Fire Emblem Echoes: Shadows of Valentia - Cipher Companions Pack,3DS,"Jun 22, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---cipher-companions-pack,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
174,77.0,ARMS,Switch,"Jun 16, 2017",7.1,/game/switch/arms,E10+,['Nintendo'],"['Individual', 'Combat', 'Boxing / Martial Arts', 'Action', '3D', 'Fighting', 'Sports']"
175,,Fire Emblem Echoes: Shadows of Valentia - Rise of the Deliverance Pack,3DS,"Jun 1, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---rise-of-the-deliverance-pack,,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
176,,Fire Emblem Echoes: Shadows of Valentia - Flight from the Ruins,3DS,"Jun 1, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---flight-from-the-ruins,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
177,,Fire Emblem Echoes: Shadows of Valentia - Outpost Rescue,3DS,"Jun 1, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---outpost-rescue,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
178,,Fire Emblem Echoes: Shadows of Valentia - Battle of Zofia Harbor,3DS,"Jun 1, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---battle-of-zofia-harbor,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
179,,Fire Emblem Echoes: Shadows of Valentia - Siege of Zofia Castle,3DS,"Jun 1, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---siege-of-zofia-castle,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
180,,ARMS: Global Testpunch,Switch,"May 26, 2017",,/game/switch/arms-global-testpunch,,['Nintendo'],"['3D', 'Action', 'Fighting']"
181,,Fire Emblem Echoes: Shadows of Valentia - Undaunted Heroes Pack,3DS,"May 25, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---undaunted-heroes-pack,,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
182,,Fire Emblem Echoes: Shadows of Valentia - Inner Sanctum,3DS,"May 25, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---inner-sanctum,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
183,,Fire Emblem Echoes: Shadows of Valentia - Lords of the Grave,3DS,"May 25, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---lords-of-the-grave,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
184,,Fire Emblem Echoes: Shadows of Valentia - Lost Altars Pack,3DS,"May 25, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---lost-altars-pack,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
185,,Fire Emblem Echoes: Shadows of Valentia - Wealth Before Health,3DS,"May 25, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---wealth-before-health,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
186,81.0,Fire Emblem Echoes: Shadows of Valentia,3DS,"May 19, 2017",8.6,/game/3ds/fire-emblem-echoes-shadows-of-valentia,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
187,,Fire Emblem Echoes: Shadows of Valentia - Fledging Warriors Pack,3DS,"May 19, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---fledging-warriors-pack,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
188,,Fire Emblem Echoes: Shadows of Valentia - The Astral Temple,3DS,"May 19, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---the-astral-temple,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
189,,Fire Emblem Echoes: Shadows of Valentia - Wretches and Riches,3DS,"May 19, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---wretches-and-riches,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
190,,Fire Emblem Echoes: Shadows of Valentia - Band of Bandages,3DS,"May 19, 2017",,/game/3ds/fire-emblem-echoes-shadows-of-valentia---band-of-bandages,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
191,92.0,Mario Kart 8 Deluxe,Switch,"Apr 28, 2017",8.6,/game/switch/mario-kart-8-deluxe,E,['Nintendo'],"['Arcade', 'Other', 'Racing', 'Automobile']"
192,83.0,BYE-BYE BOXBOY!,3DS,"Apr 12, 2017",7.9,/game/3ds/bye-bye-boxboy!,E,['HAL Labs'],"['Action', 'Puzzle']"
193,57.0,Team Kirby Clash Deluxe,3DS,"Apr 12, 2017",6.6,/game/3ds/team-kirby-clash-deluxe,E,"['Nintendo', ' HAL Labs']","['Party / Minigame', 'Action', 'Miscellaneous', 'General']"
194,62.0,Mario Sports Superstars,3DS,"Mar 24, 2017",7.4,/game/3ds/mario-sports-superstars,E,"['Nintendo', ' Camelot Software Planning']","['Sports', 'General']"
195,,Splatoon 2: Global Testfire,Switch,"Mar 24, 2017",,/game/switch/splatoon-2-global-testfire,,['Nintendo'],"['Action', 'Arcade', 'Third-Person', 'Shooter']"
196,96.0,The Legend of Zelda: Breath of the Wild,WIIU,"Mar 3, 2017",8.2,/game/wii-u/the-legend-of-zelda-breath-of-the-wild,E10+,['Nintendo'],"['Open-World', 'Fantasy', 'Action Adventure']"
197,97.0,The Legend of Zelda: Breath of the Wild,Switch,"Mar 3, 2017",8.7,/game/switch/the-legend-of-zelda-breath-of-the-wild,E10+,['Nintendo'],"['Open-World', 'Action Adventure']"
198,58.0,1-2-Switch,Switch,"Mar 3, 2017",4.8,/game/switch/1-2-switch,E10+,['Nintendo'],"['Party / Minigame', 'Miscellaneous']"
199,80.0,"Snipperclips - Cut it out, together!",Switch,"Mar 3, 2017",8.2,/game/switch/snipperclips---cut-it-out-together!,E,"['Nintendo', ' SFB Games']","['Puzzle', 'General']"
200,64.0,Tank Troopers,3DS,"Feb 16, 2017",5.8,/game/3ds/tank-troopers,E,['Nintendo'],"['Simulation', 'Vehicle', 'Combat']"
201,77.0,Poochy & Yoshi's Woolly World,3DS,"Feb 3, 2017",8.0,/game/3ds/poochy-yoshis-woolly-world,E,['Good-Feel'],"['Action', '2D', 'Platformer']"
202,72.0,Fire Emblem Heroes,iOS,"Feb 2, 2017",7.3,/game/ios/fire-emblem-heroes,T,"['Nintendo', ' Intelligent Systems']","['Role-Playing', 'Turn-Based', 'Strategy', 'General', 'Tactics']"
203,85.0,Dragon Quest VIII: Journey of the Cursed King,3DS,"Jan 20, 2017",8.6,/game/3ds/dragon-quest-viii-journey-of-the-cursed-king,T,['Cygames'],"['Role-Playing', 'Japanese-Style']"
204,76.0,Super Mario Run,iOS,"Dec 15, 2016",6.3,/game/ios/super-mario-run,,['Nintendo'],"['Action', '2D', 'Platformer']"
205,,Excitebots: Trick Racing,WIIU,"Dec 15, 2016",,/game/wii-u/excitebots-trick-racing,,['Nintendo'],"['Arcade', 'Racing', 'Automobile']"
206,,Animal Crossing: New Leaf - Welcome Amiibo,3DS,"Dec 5, 2016",7.6,/game/3ds/animal-crossing-new-leaf---welcome-amiibo,E,['Nintendo'],"['Simulation', 'Virtual', 'Virtual Life']"
207,73.0,Super Mario Maker for Nintendo 3DS,3DS,"Dec 2, 2016",6.4,/game/3ds/super-mario-maker-for-nintendo-3ds,E,['Nintendo'],"['Action', '2D', 'Platformer']"
208,87.0,Pokemon Sun,3DS,"Nov 18, 2016",7.7,/game/3ds/pokemon-sun,E,['Game Freak'],"['Role-Playing', 'Trainer']"
209,87.0,Pokemon Moon,3DS,"Nov 18, 2016",7.7,/game/3ds/pokemon-moon,E,['Game Freak'],"['Role-Playing', 'Trainer']"
210,,Pokemon Sun and Moon Dual Pack,3DS,"Nov 18, 2016",5.1,/game/3ds/pokemon-sun-and-moon-dual-pack,E,['Game Freak'],"['Role-Playing', 'Trainer']"
211,,Swapdoodle,3DS,"Nov 17, 2016",,/game/3ds/swapdoodle,E,['Nintendo'],"['Miscellaneous', 'Application']"
212,68.0,Mario Party: Star Rush,3DS,"Nov 4, 2016",6.9,/game/3ds/mario-party-star-rush,E,"['Nintendo', ' Nd Cube']","['Party / Minigame', 'Miscellaneous']"
213,,Hyrule Warriors Legends: A Link Between Worlds Pack,3DS,"Oct 31, 2016",,/game/3ds/hyrule-warriors-legends-a-link-between-worlds-pack,,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
214,,Pokemon Sun and Pokemon Moon Special Demo Version,3DS,"Oct 18, 2016",5.3,/game/3ds/pokemon-sun-and-pokemon-moon-special-demo-version,,['Game Freak'],"['Role-Playing', 'Trainer']"
215,73.0,Disney Magical World 2,3DS,"Oct 14, 2016",5.5,/game/3ds/disney-magical-world-2,E,['Bandai Namco Games'],"['Simulation', 'Virtual', 'Virtual Life']"
216,76.0,Paper Mario: Color Splash,WIIU,"Oct 7, 2016",7.1,/game/wii-u/paper-mario-color-splash,E,"['Nintendo', ' Intelligent Systems']","['Role-Playing', 'Japanese-Style']"
217,72.0,Yo-kai Watch 2: Bony Spirits,3DS,"Sep 30, 2016",7.8,/game/3ds/yo-kai-watch-2-bony-spirits,E10+,['Level 5'],"['Role-Playing', 'Trainer']"
218,70.0,Yo-kai Watch 2: Fleshy Souls,3DS,"Sep 30, 2016",7.7,/game/3ds/yo-kai-watch-2-fleshy-souls,E10+,['Level 5'],"['Role-Playing', 'Trainer']"
219,81.0,Dragon Quest VII: Fragments of the Forgotten Past,3DS,"Sep 16, 2016",8.3,/game/3ds/dragon-quest-vii-fragments-of-the-forgotten-past,E10+,['ArtePiazza'],"['Role-Playing', 'Japanese-Style']"
220,86.0,Picross 3D: Round 2,3DS,"Sep 1, 2016",7.5,/game/3ds/picross-3d-round-2,E,['HAL Labs'],"['Puzzle', 'Logic']"
221,,Hyrule Warriors Legends: Phantom Hourglass & Spirit Tracks Pack,3DS,"Sep 1, 2016",,/game/3ds/hyrule-warriors-legends-phantom-hourglass-spirit-tracks-pack,E10+,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
222,64.0,Metroid Prime: Federation Force,3DS,"Aug 19, 2016",5.5,/game/3ds/metroid-prime-federation-force,T,"['Next Level Games', ' Nintendo']","['Action', 'Arcade', 'First-Person', 'Shooter']"
223,78.0,Style Savvy: Fashion Forward,3DS,"Aug 19, 2016",6.9,/game/3ds/style-savvy-fashion-forward,E,['syn Sophia'],"['Simulation', 'Virtual', 'Career']"
224,,Metroid Prime: Blast Ball,3DS,"Jul 21, 2016",7.1,/game/3ds/metroid-prime-blast-ball,,['Next Level Games'],"['Action', 'Arcade', 'First-Person', 'Shooter']"
225,69.0,Pokemon GO,iOS,"Jul 6, 2016",5.5,/game/ios/pokemon-go,,['Niantic Labs'],"['Role-Playing', 'Trainer']"
226,,Teddy Together,3DS,"Jul 1, 2016",,/game/3ds/teddy-together,,['Arika'],"['Action', 'General']"
227,80.0,BoxBoxBoy!,3DS,"Jun 30, 2016",7.9,/game/3ds/boxboxboy!,E,['HAL Labs'],"['Action', 'Puzzle']"
228,,Hyrule Warriors Legends: Link's Awakening Pack,3DS,"Jun 30, 2016",,/game/3ds/hyrule-warriors-legends-links-awakening-pack,,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
229,80.0,Tokyo Mirage Sessions #FE,WIIU,"Jun 24, 2016",7.9,/game/wii-u/tokyo-mirage-sessions-fe,T,['Atlus'],"['Role-Playing', 'Turn-Based', 'Strategy', 'General', 'Japanese-Style', 'Fantasy']"
230,65.0,Mario & Sonic at the Rio 2016 Olympic Games,WIIU,"Jun 24, 2016",7.9,/game/wii-u/mario-sonic-at-the-rio-2016-olympic-games,E10+,"['Nintendo', ' Sega Sports R&D']","['Individual', 'Sports', 'Athletics']"
231,,Tokyo Mirage Sessions #FE - EXPedition Hunter,WIIU,"Jun 24, 2016",,/game/wii-u/tokyo-mirage-sessions-fe---expedition-hunter,T,['Atlus'],"['Role-Playing', 'Japanese-Style']"
232,,Tokyo Mirage Sessions #FE - Masterful Hunter,WIIU,"Jun 24, 2016",,/game/wii-u/tokyo-mirage-sessions-fe---masterful-hunter,T,['Atlus'],"['Role-Playing', 'Japanese-Style']"
233,,Tokyo Mirage Sessions #FE - Savage Hunter,WIIU,"Jun 24, 2016",,/game/wii-u/tokyo-mirage-sessions-fe---savage-hunter,T,['Atlus'],"['Role-Playing', 'Japanese-Style']"
234,,Tokyo Mirage Sessions #FE - Tokyo Millennium Collection,WIIU,"Jun 24, 2016",,/game/wii-u/tokyo-mirage-sessions-fe---tokyo-millennium-collection,T,['Atlus'],"['Role-Playing', 'Japanese-Style']"
235,83.0,Rhythm Heaven Megamix,3DS,"Jun 15, 2016",8.1,/game/3ds/rhythm-heaven-megamix,E,['Nintendo'],"['Rhythm', 'Action', 'Music']"
236,81.0,Kirby: Planet Robobot,3DS,"Jun 10, 2016",8.5,/game/3ds/kirby-planet-robobot,E,['HAL Labs'],"['Action', '2D', 'Platformer']"
237,,Team Kirby Clash,3DS,"Jun 10, 2016",6.4,/game/3ds/team-kirby-clash,E,['HAL Labs'],"['Action', '2D', 'Fighting']"
238,,Hyrule Warriors Legends: Master Wind Waker Pack,3DS,"May 19, 2016",,/game/3ds/hyrule-warriors-legends-master-wind-waker-pack,,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
239,72.0,Disney Art Academy,3DS,"May 13, 2016",7.1,/game/3ds/disney-art-academy,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment', 'Application']"
240,83.0,Pocket Card Jockey,3DS,"May 5, 2016",8.0,/game/3ds/pocket-card-jockey,E10+,['Game Freak'],"['Board / Card Game', 'Miscellaneous']"
241,69.0,Star Fox Zero,WIIU,"Apr 22, 2016",7.4,/game/wii-u/star-fox-zero,E10+,['PlatinumGames'],"['Simulation', 'Combat', 'Third-Person', 'Action', 'Rail', 'Modern', 'Space', 'Shooter']"
242,74.0,Star Fox Guard,WIIU,"Apr 22, 2016",7.3,/game/wii-u/star-fox-guard,E10+,"['Nintendo', ' PlatinumGames']","['Action', 'Sci-Fi', 'First-Person', 'Strategy', 'Defense', 'Real-Time', 'Shooter']"
243,,Star Fox Zero Double Pack,WIIU,"Apr 22, 2016",8.0,/game/wii-u/star-fox-zero-double-pack,E10+,"['Nintendo', ' PlatinumGames']","['Compilation', 'Miscellaneous']"
244,81.0,Bravely Second: End Layer,3DS,"Apr 15, 2016",8.2,/game/3ds/bravely-second-end-layer,T,['Silicon Studio'],"['Role-Playing', 'Japanese-Style']"
245,72.0,Miitomo,iOS,"Mar 31, 2016",7.0,/game/ios/miitomo,,['Nintendo'],"['Simulation', 'Virtual', 'Virtual Life']"
246,,My Nintendo Picross - The Legend of Zelda: Twilight Princess,3DS,"Mar 30, 2016",7.3,/game/3ds/my-nintendo-picross---the-legend-of-zelda-twilight-princess,E,['Nintendo'],"['Puzzle', 'Logic']"
247,70.0,Hyrule Warriors Legends,3DS,"Mar 25, 2016",7.4,/game/3ds/hyrule-warriors-legends,T,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
248,,Mini-Mario & Friends: amiibo Challenge,WIIU,"Mar 25, 2016",6.9,/game/wii-u/mini-mario-friends-amiibo-challenge,E,"['Nintendo', ' Nintendo Software Technology']","['Action', 'Puzzle']"
249,,Mini-Mario & Friends: amiibo Challenge,3DS,"Mar 25, 2016",6.8,/game/3ds/mini-mario-friends-amiibo-challenge,E,"['Nintendo', ' Nintendo Software Technology']","['Action', 'Puzzle']"
250,60.0,Mario & Sonic at the Rio 2016 Olympic Games,3DS,"Mar 18, 2016",6.9,/game/3ds/mario-sonic-at-the-rio-2016-olympic-games,E10+,"['Nintendo', ' Sega Sports R&D']","['Individual', 'Sports', 'Athletics']"
251,76.0,Pokken Tournament,WIIU,"Mar 18, 2016",7.3,/game/wii-u/pokken-tournament,E10+,['Bandai Namco Games'],"['3D', 'Action', 'Fighting']"
252,88.0,Fire Emblem Fates: Revelation,3DS,"Mar 10, 2016",7.4,/game/3ds/fire-emblem-fates-revelation,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
253,86.0,The Legend of Zelda: Twilight Princess HD,WIIU,"Mar 4, 2016",8.5,/game/wii-u/the-legend-of-zelda-twilight-princess-hd,T,"['Tantalus', ' Tantatus', ' Nintendo']","['Open-World', 'General', 'Action Adventure']"
254,87.0,Fire Emblem Fates: Conquest,3DS,"Feb 19, 2016",8.1,/game/3ds/fire-emblem-fates-conquest,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
255,86.0,Fire Emblem Fates: Birthright,3DS,"Feb 19, 2016",8.2,/game/3ds/fire-emblem-fates-birthright,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
256,88.0,Fire Emblem Fates: Special Edition,3DS,"Feb 19, 2016",8.1,/game/3ds/fire-emblem-fates-special-edition,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
257,76.0,Mario & Luigi: Paper Jam,3DS,"Jan 22, 2016",7.4,/game/3ds/mario-luigi-paper-jam,E,"['Nintendo', ' Alphadream Corporation']","['Role-Playing', 'Japanese-Style']"
258,84.0,Xenoblade Chronicles X,WIIU,"Dec 4, 2015",9.1,/game/wii-u/xenoblade-chronicles-x,T,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
259,75.0,Pokemon Picross,3DS,"Dec 3, 2015",7.5,/game/3ds/pokemon-picross,E,"['Nintendo', ' Jupiter Corporation']","['Miscellaneous', 'Puzzle', 'General', 'Logic']"
260,69.0,Pokemon Super Mystery Dungeon,3DS,"Nov 20, 2015",8.3,/game/3ds/pokemon-super-mystery-dungeon,E,"['Spike Chunsoft Co. Ltd.', ' Spike Chunsoft']","['Role-Playing', 'Roguelike']"
261,58.0,Mario Tennis: Ultra Smash,WIIU,"Nov 20, 2015",5.2,/game/wii-u/mario-tennis-ultra-smash,E,"['Nintendo', ' Camelot Software Planning']","['Tennis', 'Individual', 'Sports']"
262,46.0,Animal Crossing: amiibo Festival,WIIU,"Nov 13, 2015",4.1,/game/wii-u/animal-crossing-amiibo-festival,E,"['Nintendo', ' Nd Cube']","['Board / Card Game', 'Miscellaneous']"
263,56.0,Nintendo Badge Arcade,3DS,"Nov 10, 2015",4.3,/game/3ds/nintendo-badge-arcade,E,['Nintendo'],"['Miscellaneous', 'General']"
264,76.0,Yo-kai Watch,3DS,"Nov 6, 2015",8.0,/game/3ds/yo-kai-watch,E10+,['Level 5'],"['Role-Playing', 'Trainer', 'Japanese-Style']"
265,73.0,The Legend of Zelda: Tri Force Heroes,3DS,"Oct 23, 2015",7.5,/game/3ds/the-legend-of-zelda-tri-force-heroes,E,['Nintendo'],"['Open-World', 'Action Adventure']"
266,67.0,Fatal Frame: Maiden of Black Water,WIIU,"Oct 22, 2015",7.8,/game/wii-u/fatal-frame-maiden-of-black-water,M,['Koei Tecmo Games'],"['Action', 'Horror', 'General', 'Action Adventure', 'Survival']"
267,78.0,Yoshi's Woolly World,WIIU,"Oct 16, 2015",8.5,/game/wii-u/yoshis-woolly-world,E,['Good-Feel'],"['Action', '2D', 'Action Adventure', 'Platformer', 'Fantasy']"
268,59.0,Chibi-Robo! Zip Lash,3DS,"Oct 9, 2015",5.7,/game/3ds/chibi-robo!-zip-lash,E,"['Nintendo', ' Skip Ltd.']","['Action', '2D', 'Platformer']"
269,66.0,Animal Crossing: Happy Home Designer,3DS,"Sep 25, 2015",6.9,/game/3ds/animal-crossing-happy-home-designer,E,['Nintendo'],"['Simulation', 'Virtual', 'Career']"
270,88.0,Super Mario Maker,WIIU,"Sep 11, 2015",8.7,/game/wii-u/super-mario-maker,E,['Nintendo'],"['Action', '2D', 'Platformer']"
271,62.0,Pokemon Shuffle Mobile,iOS,"Aug 31, 2015",6.4,/game/ios/pokemon-shuffle-mobile,,['Genius Sonority Inc.'],"['Puzzle', 'Matching']"
272,43.0,Devil's Third,WIIU,"Aug 28, 2015",6.7,/game/wii-u/devils-third,M,['Valhalla Game Studios'],"['Arcade', 'Third-Person', 'Action', 'Modern', 'General', 'Action Adventure', 'Shooter']"
273,73.0,LBX: Little Battlers eXperience,3DS,"Aug 21, 2015",7.4,/game/3ds/lbx-little-battlers-experience,E10+,['Level 5'],"['Role-Playing', 'Action', 'Action RPG', 'General']"
274,82.0,Art Academy: Home Studio,WIIU,"Jun 25, 2015",7.9,/game/wii-u/art-academy-home-studio,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment']"
275,,Earthbound Beginnings,WIIU,"Jun 14, 2015",8.4,/game/wii-u/earthbound-beginnings,,['Pax Softonica'],"['Role-Playing', 'Japanese-Style']"
276,,Smash Controller,3DS,"Jun 14, 2015",,/game/3ds/smash-controller,,['Nintendo'],"['Miscellaneous', 'Application']"
277,69.0,Dr. Mario: Miracle Cure,3DS,"Jun 11, 2015",6.8,/game/3ds/dr-mario-miracle-cure,E,['Nintendo'],"['Stacking', 'Puzzle']"
278,81.0,Splatoon,WIIU,"May 29, 2015",8.7,/game/wii-u/splatoon,E10+,['Nintendo'],"['Arcade', 'Third-Person', 'Action', 'Fantasy', 'Shooter']"
279,73.0,Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,3DS,"May 22, 2015",7.6,/game/3ds/puzzle-dragons-z-+-puzzle-dragons-super-mario-bros-edition,E,['GungHo'],"['Compilation', 'Miscellaneous']"
280,83.0,Stretchmo,3DS,"May 14, 2015",7.9,/game/3ds/stretchmo,E,['Intelligent Systems'],"['Action', 'Puzzle']"
