,meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
914,94.0,Super Mario Advance 4: Super Mario Bros. 3,GBA,"Oct 21, 2003",8.9,/game/game-boy-advance/super-mario-advance-4-super-mario-bros-3,E,['Nintendo'],"['Action', '2D', 'Platformer']"
915,61.0,Kirby Air Ride,GC,"Oct 13, 2003",8.2,/game/gamecube/kirby-air-ride,E,['HAL Labs'],"['Kart', 'Driving', 'Racing']"
916,87.0,Final Fantasy Tactics Advance,GBA,"Sep 8, 2003",9.1,/game/game-boy-advance/final-fantasy-tactics-advance,E,['Square Enix'],"['Turn-Based', 'Strategy', 'Fantasy']"
917,89.0,F-Zero GX,GC,"Aug 26, 2003",8.7,/game/gamecube/f-zero-gx,T,['Amusement Vision'],"['Driving', 'Racing', 'Futuristic']"
918,81.0,Pokemon Pinball: Ruby & Sapphire,GBA,"Aug 26, 2003",7.7,/game/game-boy-advance/pokemon-pinball-ruby-sapphire,E,['Jupiter Corporation'],"['Parlor', 'Pinball', 'Miscellaneous']"
919,81.0,Mario Golf: Toadstool Tour,GC,"Jul 29, 2003",8.1,/game/gamecube/mario-golf-toadstool-tour,E,['Camelot Software Planning'],"['Arcade', 'Sports', 'Golf', 'Traditional']"
920,71.0,Wario World,GC,"Jun 24, 2003",7.5,/game/gamecube/wario-world,E,['Treasure'],"['3D', 'Action', 'Platformer']"
921,89.0,Advance Wars 2: Black Hole Rising,GBA,"Jun 24, 2003",8.8,/game/game-boy-advance/advance-wars-2-black-hole-rising,E,['Intelligent Systems'],"['Turn-Based', 'Strategy', 'Sci-Fi']"
922,78.0,Donkey Kong Country,GBA,"Jun 9, 2003",8.8,/game/game-boy-advance/donkey-kong-country,E,['Rare Ltd.'],"['Action', '2D', 'Platformer']"
923,89.0,"WarioWare, Inc.: Mega Microgame$!",GBA,"May 21, 2003",8.7,/game/game-boy-advance/warioware-inc-mega-microgame!,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
924,86.0,Golden Sun: The Lost Age,GBA,"Apr 14, 2003",9.0,/game/game-boy-advance/golden-sun-the-lost-age,E,['Camelot Software Planning'],"['Role-Playing', 'Console-style RPG']"
925,72.0,Hamtaro: Ham Ham Heartbreak,GBA,"Apr 8, 2003",8.8,/game/game-boy-advance/hamtaro-ham-ham-heartbreak,E,['Pax Softonica'],"['Action', 'General']"
926,96.0,The Legend of Zelda: The Wind Waker,GC,"Mar 24, 2003",9.0,/game/gamecube/the-legend-of-zelda-the-wind-waker,E,['Nintendo'],"['Fantasy', 'Action Adventure']"
927,82.0,Pokemon Ruby Version,GBA,"Mar 18, 2003",8.6,/game/game-boy-advance/pokemon-ruby-version,E,['Game Freak'],"['Role-Playing', 'Console-style RPG']"
928,91.0,The Legend of Zelda: Ocarina of Time / Master Quest,GC,"Feb 28, 2003",8.9,/game/gamecube/the-legend-of-zelda-ocarina-of-time-master-quest,E,['Nintendo'],"['Fantasy', 'Action Adventure']"
929,95.0,The Legend of Zelda: A Link to the Past,GBA,"Dec 3, 2002",9.0,/game/game-boy-advance/the-legend-of-zelda-a-link-to-the-past,E,['Capcom'],"['Fantasy', 'Action Adventure']"
930,81.0,Kirby: Nightmare in Dream Land,GBA,"Dec 2, 2002",8.6,/game/game-boy-advance/kirby-nightmare-in-dream-land,E,['HAL Labs'],"['Action', '2D', 'Platformer']"
931,97.0,Metroid Prime,GC,"Nov 17, 2002",9.2,/game/gamecube/metroid-prime,T,['Retro Studios'],"['Action', 'First-Person', 'Sci-Fi', 'Shooter']"
932,92.0,Metroid Fusion,GBA,"Nov 17, 2002",9.0,/game/game-boy-advance/metroid-fusion,E,['Nintendo'],"['Sci-Fi', 'Action Adventure']"
933,71.0,Cubivore: Survival of the Fittest,GC,"Nov 5, 2002",8.4,/game/gamecube/cubivore-survival-of-the-fittest,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'General']"
934,71.0,Game & Watch Gallery 4,GBA,"Oct 28, 2002",8.1,/game/game-boy-advance/game-watch-gallery-4,E,['Nintendo'],"['Compilation', 'Miscellaneous']"
935,91.0,Yoshi's Island: Super Mario Advance 3,GBA,"Sep 24, 2002",8.9,/game/game-boy-advance/yoshis-island-super-mario-advance-3,E,['Nintendo'],"['Action', '2D', 'Platformer']"
936,87.0,Animal Crossing,GC,"Sep 15, 2002",8.8,/game/gamecube/animal-crossing,E,['Nintendo'],"['Miscellaneous', 'Virtual Life']"
937,92.0,Super Mario Sunshine,GC,"Aug 25, 2002",8.5,/game/gamecube/super-mario-sunshine,E,['Nintendo'],"['3D', 'Action', 'Platformer']"
938,50.0,Disney's Magical Mirror Starring Mickey Mouse,GC,"Aug 13, 2002",7.8,/game/gamecube/disneys-magical-mirror-starring-mickey-mouse,E,['Capcom'],"['Adventure', 'Fantasy', 'Third-Person']"
939,70.0,Disney's Magical Quest,GBA,"Aug 13, 2002",,/game/game-boy-advance/disneys-magical-quest,E,['Sun-Tec'],"['Action', '2D', 'Platformer']"
940,92.0,Eternal Darkness: Sanity's Requiem,GC,"Jun 23, 2002",8.7,/game/gamecube/eternal-darkness-sanitys-requiem,M,['Silicon Knights'],"['Horror', 'Action Adventure']"
941,92.0,Super Mario World: Super Mario Advance 2,GBA,"Feb 9, 2002",9.0,/game/game-boy-advance/super-mario-world-super-mario-advance-2,E,['Nintendo'],"['Action', '2D', 'Platformer']"
942,71.0,NBA Courtside 2002,GC,"Jan 13, 2002",7.3,/game/gamecube/nba-courtside-2002,E,['Left Field Productions'],"['Basketball', 'Sports', 'Sim', 'Traditional']"
943,92.0,Super Smash Bros. Melee,GC,"Dec 2, 2001",9.1,/game/gamecube/super-smash-bros-melee,T,['HAL Labs'],"['3D', 'Action', 'Fighting']"
944,89.0,Pikmin,GC,"Dec 2, 2001",8.7,/game/gamecube/pikmin,E,['Nintendo'],"['Real-Time', 'Strategy', 'Fantasy']"
945,88.0,Wario Land 4,GBA,"Nov 18, 2001",8.6,/game/game-boy-advance/wario-land-4,E,['Nintendo'],"['Action', '2D', 'Platformer']"
946,80.0,Wave Race: Blue Storm,GC,"Nov 17, 2001",7.9,/game/gamecube/wave-race-blue-storm,E,['Nintendo'],"['Snow / Water', 'Driving', 'Racing']"
947,78.0,Luigi's Mansion,GC,"Nov 17, 2001",8.6,/game/gamecube/luigis-mansion,E,['Nintendo'],"['Fantasy', 'Action Adventure']"
948,91.0,Golden Sun,GBA,"Nov 11, 2001",9.0,/game/game-boy-advance/golden-sun,E,['Camelot Software Planning'],"['Role-Playing', 'Console-style RPG']"
949,92.0,Advance Wars,GBA,"Sep 9, 2001",8.9,/game/game-boy-advance/advance-wars,E,['Intelligent Systems'],"['Modern', 'Turn-Based', 'Strategy']"
950,93.0,Mario Kart Super Circuit,GBA,"Aug 26, 2001",7.9,/game/game-boy-advance/mario-kart-super-circuit,E,['Intelligent Systems'],"['Kart', 'Driving', 'Racing']"
951,86.0,F-Zero: Maximum Velocity,GBA,"Jun 12, 2001",7.7,/game/game-boy-advance/f-zero-maximum-velocity,E,['Nd Cube'],"['Driving', 'Racing', 'Futuristic']"
952,84.0,Super Mario Advance,GBA,"Jun 10, 2001",7.3,/game/game-boy-advance/super-mario-advance,E,['Nintendo'],"['Action', '2D', 'Platformer']"
953,74.0,Mario Party 3,N64,"May 6, 2001",8.1,/game/nintendo-64/mario-party-3,E,['Hudson'],"['Party', 'Miscellaneous']"
954,71.0,Dr. Mario 64,N64,"Apr 8, 2001",7.5,/game/nintendo-64/dr-mario-64,E,['Newcom'],"['Miscellaneous', 'Puzzle', 'Matching']"
955,78.0,Pokemon Stadium 2,N64,"Mar 28, 2001",8.3,/game/nintendo-64/pokemon-stadium-2,E,['HAL Labs'],"['Strategy', 'General']"
956,93.0,Paper Mario,N64,"Feb 5, 2001",9.0,/game/nintendo-64/paper-mario,E,['Intelligent Systems'],"['Role-Playing', 'Console-style RPG']"
957,90.0,Banjo-Tooie,N64,"Nov 19, 2000",8.8,/game/nintendo-64/banjo-tooie,E,['Rare Ltd.'],"['3D', 'Action', 'Platformer']"
958,71.0,Mickey's Speedway USA,N64,"Nov 13, 2000",7.2,/game/nintendo-64/mickeys-speedway-usa,E,['Rare Ltd.'],"['Kart', 'Driving', 'Racing']"
959,57.0,"Hey You, Pikachu!",N64,"Nov 5, 2000",6.4,/game/nintendo-64/hey-you-pikachu!,E,['Ambrella'],"['Adventure', 'General']"
960,95.0,The Legend of Zelda: Majora's Mask,N64,"Oct 25, 2000",9.2,/game/nintendo-64/the-legend-of-zelda-majoras-mask,E,['Nintendo'],"['Fantasy', 'Action Adventure']"
961,81.0,Pokemon Puzzle League,N64,"Sep 1, 2000",8.5,/game/nintendo-64/pokemon-puzzle-league,E,['Nintendo'],"['Miscellaneous', 'Puzzle', 'Matching']"
962,91.0,Mario Tennis,N64,"Aug 28, 2000",8.8,/game/nintendo-64/mario-tennis,E,['Camelot Software Planning'],"['Tennis', 'Sports', 'Traditional']"
963,80.0,Starcraft 64,N64,"Jun 13, 2000",8.2,/game/nintendo-64/starcraft-64,T,['Mass Media'],"['Real-Time', 'Sci-Fi', 'Strategy']"
964,97.0,Perfect Dark,N64,"May 22, 2000",8.9,/game/nintendo-64/perfect-dark,M,['Rare Ltd.'],"['Action', 'First-Person', 'Sci-Fi', 'Shooter']"
965,88.0,Excitebike 64,N64,"Apr 30, 2000",8.1,/game/nintendo-64/excitebike-64,E,['Left Field Productions'],"['Motorcycle', 'Driving', 'Racing', 'Motocross']"
966,82.0,Ridge Racer 64,N64,"Feb 14, 2000",8.3,/game/nintendo-64/ridge-racer-64,E,['Nintendo'],"['Arcade', 'Driving', 'Racing']"
967,91.0,Mario Golf,N64,"Jun 30, 1999",8.0,/game/nintendo-64/mario-golf,E,['Camelot Software Planning'],"['Arcade', 'Sports', 'Golf', 'Traditional']"
968,77.0,Pokemon Snap,N64,"Jun 30, 1999",7.5,/game/nintendo-64/pokemon-snap,E,['Hal'],"['Action', 'General']"
969,79.0,Super Smash Bros.,N64,"Apr 26, 1999",8.7,/game/nintendo-64/super-smash-bros,E,['HAL Labs'],"['3D', 'Action', 'Fighting']"
970,79.0,Mario Party,N64,"Feb 8, 1999",8.1,/game/nintendo-64/mario-party,E,['Hudson'],"['Party', 'Miscellaneous']"
971,99.0,The Legend of Zelda: Ocarina of Time,N64,"Nov 23, 1998",9.1,/game/nintendo-64/the-legend-of-zelda-ocarina-of-time,E,['Nintendo'],"['Fantasy', 'Action Adventure']"
972,85.0,F-Zero X,N64,"Sep 30, 1998",8.7,/game/nintendo-64/f-zero-x,E,['Nintendo'],"['Driving', 'Racing', 'Futuristic']"
973,92.0,Banjo-Kazooie,N64,"May 31, 1998",9.1,/game/nintendo-64/banjo-kazooie,E,['Rare Ltd.'],"['3D', 'Action', 'Platformer']"
974,65.0,Yoshi's Story,N64,"Mar 1, 1998",7.5,/game/nintendo-64/yoshis-story,E,['Nintendo'],"['Action', '2D', 'Platformer']"
975,88.0,Diddy Kong Racing,N64,"Nov 24, 1997",8.5,/game/nintendo-64/diddy-kong-racing,E,['Rare Ltd.'],"['Kart', 'Driving', 'Racing']"
976,96.0,GoldenEye 007,N64,"Aug 25, 1997",9.0,/game/nintendo-64/goldeneye-007,T,['Rare Ltd.'],"['Action', 'First-Person', 'Modern', 'Shooter']"
977,88.0,Star Fox 64,N64,"Jul 1, 1997",8.9,/game/nintendo-64/star-fox-64,E,['Nintendo'],"['Rail', 'Action', 'Shooter']"
978,90.0,Blast Corps,N64,"Feb 28, 1997",8.4,/game/nintendo-64/blast-corps,E,['Rare Ltd.'],"['Action', 'General']"
979,83.0,Mario Kart 64,N64,"Feb 10, 1997",8.6,/game/nintendo-64/mario-kart-64,E,['Nintendo'],"['Kart', 'Driving', 'Racing']"
980,92.0,Wave Race 64,N64,"Nov 1, 1996",8.3,/game/nintendo-64/wave-race-64,E,['Nintendo'],"['Snow / Water', 'Driving', 'Racing']"
981,80.0,Pilotwings 64,N64,"Sep 29, 1996",8.0,/game/nintendo-64/pilotwings-64,E,['Paradigm Entertainment'],"['Simulation', 'General']"
982,94.0,Super Mario 64,N64,"Sep 26, 1996",9.2,/game/nintendo-64/super-mario-64,E,['Nintendo'],"['3D', 'Action', 'Platformer']"
