,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
158,"frozenset({'2D', 'Fighting'})",frozenset({'Action'}),0.021363173957273652,0.34689725330620547,0.021363173957273652,1.0,2.8826979472140764,0.013952347589592762,inf
159,frozenset({'Action'}),"frozenset({'2D', 'Fighting'})",0.34689725330620547,0.021363173957273652,0.021363173957273652,0.06158357771260997,2.8826979472140764,0.013952347589592762,1.0428598677517802
160,frozenset({'2D'}),"frozenset({'Action', 'Fighting'})",0.14038657171922686,0.03458799593082401,0.021363173957273652,0.15217391304347824,4.399616368286444,0.0165074837859067,1.138691081722618
161,frozenset({'Fighting'}),"frozenset({'Action', '2D'})",0.03458799593082401,0.14038657171922686,0.021363173957273652,0.6176470588235293,4.399616368286444,0.0165074837859067,2.24821973550356
162,"frozenset({'Action', '2D'})",frozenset({'Platformer'}),0.14038657171922686,0.1363173957273652,0.11393692777212615,0.8115942028985508,5.953709712308026,0.09479979592026816,4.584161514985524
163,"frozenset({'Action', 'Platformer'})",frozenset({'2D'}),0.1363173957273652,0.14038657171922686,0.11393692777212615,0.8358208955223881,5.953709712308026,0.09479979592026816,5.235827244982893
164,"frozenset({'2D', 'Platformer'})",frozenset({'Action'}),0.11393692777212615,0.34689725330620547,0.11393692777212615,1.0,2.8826979472140764,0.07441252047782806,inf
165,frozenset({'Action'}),"frozenset({'2D', 'Platformer'})",0.34689725330620547,0.11393692777212615,0.11393692777212615,0.32844574780058655,2.8826979472140764,0.07441252047782806,1.3194214306974017
166,frozenset({'2D'}),"frozenset({'Action', 'Platformer'})",0.14038657171922686,0.1363173957273652,0.11393692777212615,0.8115942028985508,5.953709712308026,0.09479979592026816,4.584161514985524
167,frozenset({'Platformer'}),"frozenset({'Action', '2D'})",0.1363173957273652,0.14038657171922686,0.11393692777212615,0.8358208955223881,5.953709712308026,0.09479979592026816,5.235827244982893
168,"frozenset({'3D', 'Action'})","frozenset({""Beat-'Em-Up""})",0.0681586978636826,0.03458799593082401,0.027466937945066123,0.40298507462686567,11.65100965759438,0.025109465180706805,1.6170651068158701
169,"frozenset({'3D', ""Beat-'Em-Up""})",frozenset({'Action'}),0.027466937945066123,0.34689725330620547,0.027466937945066123,1.0,2.8826979472140764,0.017938732615190696,inf
170,"frozenset({'Action', ""Beat-'Em-Up""})",frozenset({'3D'}),0.03458799593082401,0.07121057985757884,0.027466937945066123,0.7941176470588234,11.151680672268906,0.025003906698720567,4.511262897834613
171,frozenset({'3D'}),"frozenset({'Action', ""Beat-'Em-Up""})",0.07121057985757884,0.03458799593082401,0.027466937945066123,0.38571428571428573,11.151680672268906,0.025003906698720567,1.571600936856798
172,frozenset({'Action'}),"frozenset({'3D', ""Beat-'Em-Up""})",0.34689725330620547,0.027466937945066123,0.027466937945066123,0.07917888563049853,2.8826979472140764,0.017938732615190696,1.0561585164354537
173,"frozenset({""Beat-'Em-Up""})","frozenset({'3D', 'Action'})",0.03458799593082401,0.0681586978636826,0.027466937945066123,0.7941176470588234,11.65100965759438,0.025109465180706805,4.52608632466211
174,"frozenset({'3D', 'Action'})",frozenset({'Fighting'}),0.0681586978636826,0.03458799593082401,0.01627670396744659,0.23880597014925373,6.904302019315188,0.013919231203087275,1.2682863582869568
175,"frozenset({'3D', 'Fighting'})",frozenset({'Action'}),0.01627670396744659,0.34689725330620547,0.01627670396744659,1.0,2.8826979472140764,0.010630360068261152,inf
176,"frozenset({'Action', 'Fighting'})",frozenset({'3D'}),0.03458799593082401,0.07121057985757884,0.01627670396744659,0.4705882352941176,6.608403361344537,0.013813672721101036,1.7543800158245728
177,frozenset({'3D'}),"frozenset({'Action', 'Fighting'})",0.07121057985757884,0.03458799593082401,0.01627670396744659,0.22857142857142856,6.6084033613445365,0.013813672721101036,1.2514600052748577
178,frozenset({'Action'}),"frozenset({'3D', 'Fighting'})",0.34689725330620547,0.01627670396744659,0.01627670396744659,0.0469208211143695,2.8826979472140764,0.010630360068261152,1.0321527506064636
179,frozenset({'Fighting'}),"frozenset({'3D', 'Action'})",0.03458799593082401,0.0681586978636826,0.01627670396744659,0.4705882352941176,6.904302019315188,0.013919231203087275,1.7601446818130437
180,"frozenset({'3D', 'Action'})",frozenset({'Platformer'}),0.0681586978636826,0.1363173957273652,0.024415055951169887,0.3582089552238806,2.6277567386945866,0.015123839762224344,1.3457380113085238
181,"frozenset({'3D', 'Platformer'})",frozenset({'Action'}),0.024415055951169887,0.34689725330620547,0.024415055951169887,1.0,2.8826979472140764,0.015945540102391728,inf
182,"frozenset({'Action', 'Platformer'})",frozenset({'3D'}),0.1363173957273652,0.07121057985757884,0.024415055951169887,0.1791044776119403,2.515138592750533,0.014707815156749172,1.131434384537131
183,frozenset({'3D'}),"frozenset({'Action', 'Platformer'})",0.07121057985757884,0.1363173957273652,0.024415055951169887,0.34285714285714286,2.515138592750533,0.014707815156749172,1.3142996151974877
184,frozenset({'Action'}),"frozenset({'3D', 'Platformer'})",0.34689725330620547,0.024415055951169887,0.024415055951169887,0.07038123167155426,2.882697947214077,0.015945540102391728,1.0494462647339151
185,frozenset({'Platformer'}),"frozenset({'3D', 'Action'})",0.1363173957273652,0.0681586978636826,0.024415055951169887,0.1791044776119403,2.6277567386945866,0.015123839762224344,1.1351521316933322
186,"frozenset({'Action', 'Arcade'})",frozenset({'Shooter'}),0.018311291963377416,0.03662258392675483,0.012207527975584944,0.6666666666666666,18.203703703703702,0.011536921148848843,2.890132248219735
187,"frozenset({'Action', 'Shooter'})",frozenset({'Arcade'}),0.03662258392675483,0.06408952187182096,0.012207527975584944,0.3333333333333333,5.201058201058201,0.00986040408200859,1.4038657171922684
188,"frozenset({'Arcade', 'Shooter'})",frozenset({'Action'}),0.012207527975584944,0.34689725330620547,0.012207527975584944,1.0,2.8826979472140764,0.007972770051195864,inf
189,frozenset({'Action'}),"frozenset({'Arcade', 'Shooter'})",0.34689725330620547,0.012207527975584944,0.012207527975584944,0.03519061583577713,2.882697947214077,0.007972770051195864,1.023821376779105
190,frozenset({'Arcade'}),"frozenset({'Action', 'Shooter'})",0.06408952187182096,0.03662258392675483,0.012207527975584944,0.19047619047619047,5.201058201058201,0.00986040408200859,1.1900544551493029
191,frozenset({'Shooter'}),"frozenset({'Action', 'Arcade'})",0.03662258392675483,0.018311291963377416,0.012207527975584944,0.3333333333333333,18.203703703703702,0.011536921148848843,1.4725330620549337
192,"frozenset({'Action', 'First-Person'})",frozenset({'Shooter'}),0.013224821973550356,0.03662258392675483,0.013224821973550356,1.0,27.305555555555554,0.012740494820907616,inf
193,"frozenset({'Action', 'Shooter'})",frozenset({'First-Person'}),0.03662258392675483,0.017293997965412006,0.013224821973550356,0.3611111111111111,20.880718954248362,0.012591471081632928,1.538148524923703
194,"frozenset({'First-Person', 'Shooter'})",frozenset({'Action'}),0.013224821973550356,0.34689725330620547,0.013224821973550356,1.0,2.8826979472140764,0.008637167555462186,inf
195,frozenset({'Action'}),"frozenset({'First-Person', 'Shooter'})",0.34689725330620547,0.013224821973550356,0.013224821973550356,0.03812316715542522,2.8826979472140764,0.008637167555462186,1.0258851698384734
196,frozenset({'First-Person'}),"frozenset({'Action', 'Shooter'})",0.017293997965412006,0.03662258392675483,0.013224821973550356,0.7647058823529411,20.880718954248366,0.012591471081632928,4.094354018311291
197,frozenset({'Shooter'}),"frozenset({'Action', 'First-Person'})",0.03662258392675483,0.013224821973550356,0.013224821973550356,0.3611111111111111,27.305555555555554,0.012740494820907616,1.544517669954443
198,"frozenset({'Action', 'Music'})",frozenset({'Miscellaneous'}),0.026449643947100712,0.2685656154628688,0.02034587995930824,0.7692307692307693,2.8642191142191145,0.013242415053881396,3.1695489996609023
199,"frozenset({'Action', 'Miscellaneous'})",frozenset({'Music'}),0.038657171922685654,0.028484231943031537,0.02034587995930824,0.5263157894736843,18.477443609022558,0.019244760108000816,2.0509777325647116
200,"frozenset({'Music', 'Miscellaneous'})",frozenset({'Action'}),0.022380467955239063,0.34689725330620547,0.02034587995930824,0.9090909090909092,2.6206344974673423,0.012582157097928263,7.184130213631747
201,frozenset({'Action'}),"frozenset({'Music', 'Miscellaneous'})",0.34689725330620547,0.022380467955239063,0.02034587995930824,0.05865102639296189,2.620634497467343,0.012582157097928263,1.0385304063154626
202,frozenset({'Music'}),"frozenset({'Action', 'Miscellaneous'})",0.028484231943031537,0.038657171922685654,0.02034587995930824,0.7142857142857143,18.477443609022558,0.019244760108000816,3.3646998982706005
203,frozenset({'Miscellaneous'}),"frozenset({'Action', 'Music'})",0.2685656154628688,0.026449643947100712,0.02034587995930824,0.07575757575757576,2.8642191142191145,0.013242415053881396,1.0533495655654321
204,"frozenset({'Music Maker', 'Action'})",frozenset({'Miscellaneous'}),0.01017293997965412,0.2685656154628688,0.01017293997965412,1.0,3.723484848484848,0.0074408380929514885,inf
205,"frozenset({'Music Maker', 'Miscellaneous'})",frozenset({'Action'}),0.01017293997965412,0.34689725330620547,0.01017293997965412,1.0,2.8826979472140764,0.00664397504266322,inf
206,"frozenset({'Action', 'Miscellaneous'})",frozenset({'Music Maker'}),0.038657171922685654,0.01017293997965412,0.01017293997965412,0.26315789473684215,25.868421052631582,0.00977968288990147,1.3433367243133267
207,frozenset({'Music Maker'}),"frozenset({'Action', 'Miscellaneous'})",0.01017293997965412,0.038657171922685654,0.01017293997965412,1.0,25.86842105263158,0.00977968288990147,inf
208,frozenset({'Action'}),"frozenset({'Music Maker', 'Miscellaneous'})",0.34689725330620547,0.01017293997965412,0.01017293997965412,0.029325513196480944,2.882697947214077,0.00664397504266322,1.0197312008064592
209,frozenset({'Miscellaneous'}),"frozenset({'Music Maker', 'Action'})",0.2685656154628688,0.01017293997965412,0.01017293997965412,0.03787878787878788,3.723484848484848,0.0074408380929514885,1.0287966293124855
210,"frozenset({'Action', 'Miscellaneous'})",frozenset({'Puzzle'}),0.038657171922685654,0.10681586978636826,0.011190233977619531,0.2894736842105263,2.710025062656642,0.007061034535216689,1.2570739610414077
211,"frozenset({'Action', 'Puzzle'})",frozenset({'Miscellaneous'}),0.023397761953204477,0.2685656154628688,0.011190233977619531,0.47826086956521735,1.7807971014492752,0.004906399638203477,1.4019159036961677
212,frozenset({'Miscellaneous'}),"frozenset({'Action', 'Puzzle'})",0.2685656154628688,0.023397761953204477,0.011190233977619531,0.041666666666666664,1.7807971014492752,0.004906399638203477,1.0190632049183954
213,frozenset({'Puzzle'}),"frozenset({'Action', 'Miscellaneous'})",0.10681586978636826,0.038657171922685654,0.011190233977619531,0.10476190476190476,2.710025062656642,0.007061034535216689,1.073840393065085
214,"frozenset({'Rhythm', 'Action'})",frozenset({'Miscellaneous'}),0.026449643947100712,0.2685656154628688,0.02034587995930824,0.7692307692307693,2.8642191142191145,0.013242415053881396,3.1695489996609023
215,"frozenset({'Rhythm', 'Miscellaneous'})",frozenset({'Action'}),0.023397761953204477,0.34689725330620547,0.02034587995930824,0.8695652173913043,2.5066938671426753,0.01222926060422917,5.007121057985757
216,"frozenset({'Action', 'Miscellaneous'})",frozenset({'Rhythm'}),0.038657171922685654,0.029501525940996948,0.02034587995930824,0.5263157894736843,17.84029038112523,0.019205434399025553,2.04883011190234
217,frozenset({'Rhythm'}),"frozenset({'Action', 'Miscellaneous'})",0.029501525940996948,0.038657171922685654,0.02034587995930824,0.6896551724137931,17.84029038112523,0.019205434399025553,3.09766022380468
218,frozenset({'Action'}),"frozenset({'Rhythm', 'Miscellaneous'})",0.34689725330620547,0.023397761953204477,0.02034587995930824,0.05865102639296189,2.5066938671426753,0.01222926060422917,1.0374497295138858
219,frozenset({'Miscellaneous'}),"frozenset({'Rhythm', 'Action'})",0.2685656154628688,0.026449643947100712,0.02034587995930824,0.07575757575757576,2.8642191142191145,0.013242415053881396,1.0533495655654321
220,"frozenset({'Music Maker', 'Action'})",frozenset({'Music'}),0.01017293997965412,0.028484231943031537,0.01017293997965412,1.0,35.107142857142854,0.009883171597731114,inf
221,"frozenset({'Music Maker', 'Music'})",frozenset({'Action'}),0.01017293997965412,0.34689725330620547,0.01017293997965412,1.0,2.8826979472140764,0.00664397504266322,inf
222,"frozenset({'Action', 'Music'})",frozenset({'Music Maker'}),0.026449643947100712,0.01017293997965412,0.01017293997965412,0.38461538461538464,37.80769230769231,0.009903869339297043,1.608468972533062
223,frozenset({'Music Maker'}),"frozenset({'Action', 'Music'})",0.01017293997965412,0.026449643947100712,0.01017293997965412,1.0,37.80769230769231,0.009903869339297043,inf
224,frozenset({'Action'}),"frozenset({'Music Maker', 'Music'})",0.34689725330620547,0.01017293997965412,0.01017293997965412,0.029325513196480944,2.882697947214077,0.00664397504266322,1.0197312008064592
225,frozenset({'Music'}),"frozenset({'Music Maker', 'Action'})",0.028484231943031537,0.01017293997965412,0.01017293997965412,0.35714285714285715,35.107142857142854,0.009883171597731114,1.5397309822538716
226,"frozenset({'Rhythm', 'Action'})",frozenset({'Music'}),0.026449643947100712,0.028484231943031537,0.026449643947100712,1.0,35.107142857142854,0.025696246154100894,inf
227,"frozenset({'Rhythm', 'Music'})",frozenset({'Action'}),0.028484231943031537,0.34689725330620547,0.026449643947100712,0.9285714285714285,2.676790950984499,0.01656854212352619,9.143438453713113
228,"frozenset({'Action', 'Music'})",frozenset({'Rhythm'}),0.026449643947100712,0.029501525940996948,0.026449643947100712,1.0,33.89655172413793,0.025669339090065187,inf
229,frozenset({'Rhythm'}),"frozenset({'Action', 'Music'})",0.029501525940996948,0.026449643947100712,0.026449643947100712,0.896551724137931,33.89655172413793,0.025669339090065187,9.410986775178028
230,frozenset({'Action'}),"frozenset({'Rhythm', 'Music'})",0.34689725330620547,0.028484231943031537,0.026449643947100712,0.07624633431085044,2.676790950984499,0.01656854212352619,1.0517043711346865
231,frozenset({'Music'}),"frozenset({'Rhythm', 'Action'})",0.028484231943031537,0.026449643947100712,0.026449643947100712,0.9285714285714285,35.107142857142854,0.025696246154100894,13.629704984740576
232,"frozenset({'Music Maker', 'Action'})",frozenset({'Rhythm'}),0.01017293997965412,0.029501525940996948,0.01017293997965412,1.0,33.89655172413793,0.009872822726948149,inf
233,"frozenset({'Music Maker', 'Rhythm'})",frozenset({'Action'}),0.01017293997965412,0.34689725330620547,0.01017293997965412,1.0,2.8826979472140764,0.00664397504266322,inf
234,"frozenset({'Rhythm', 'Action'})",frozenset({'Music Maker'}),0.026449643947100712,0.01017293997965412,0.01017293997965412,0.38461538461538464,37.80769230769231,0.009903869339297043,1.608468972533062
235,frozenset({'Music Maker'}),"frozenset({'Rhythm', 'Action'})",0.01017293997965412,0.026449643947100712,0.01017293997965412,1.0,37.80769230769231,0.009903869339297043,inf
236,frozenset({'Action'}),"frozenset({'Music Maker', 'Rhythm'})",0.34689725330620547,0.01017293997965412,0.01017293997965412,0.029325513196480944,2.882697947214077,0.00664397504266322,1.0197312008064592
237,frozenset({'Rhythm'}),"frozenset({'Music Maker', 'Action'})",0.029501525940996948,0.01017293997965412,0.01017293997965412,0.3448275862068966,33.89655172413793,0.009872822726948149,1.51078867055737
238,"frozenset({'Action', 'Sci-Fi'})",frozenset({'Shooter'}),0.011190233977619531,0.03662258392675483,0.011190233977619531,1.0,27.305555555555554,0.010780418694614137,inf
239,"frozenset({'Action', 'Shooter'})",frozenset({'Sci-Fi'}),0.03662258392675483,0.017293997965412006,0.011190233977619531,0.3055555555555555,17.668300653594766,0.010556883085702103,1.4150966429298069
240,"frozenset({'Sci-Fi', 'Shooter'})",frozenset({'Action'}),0.011190233977619531,0.34689725330620547,0.011190233977619531,1.0,2.8826979472140764,0.007308372546929542,inf
241,frozenset({'Action'}),"frozenset({'Sci-Fi', 'Shooter'})",0.34689725330620547,0.011190233977619531,0.011190233977619531,0.03225806451612903,2.8826979472140764,0.007308372546929542,1.0217700915564598
242,frozenset({'Sci-Fi'}),"frozenset({'Action', 'Shooter'})",0.017293997965412006,0.03662258392675483,0.011190233977619531,0.6470588235294117,17.66830065359477,0.010556883085702103,2.7295693455408605
243,frozenset({'Shooter'}),"frozenset({'Action', 'Sci-Fi'})",0.03662258392675483,0.011190233977619531,0.011190233977619531,0.3055555555555555,27.305555555555554,0.010780418694614137,1.4238860630722279
244,"frozenset({'Action', 'Third-Person'})",frozenset({'Shooter'}),0.01017293997965412,0.03662258392675483,0.01017293997965412,1.0,27.305555555555554,0.009800380631467398,inf
245,"frozenset({'Action', 'Shooter'})",frozenset({'Third-Person'}),0.03662258392675483,0.014242115971515769,0.01017293997965412,0.2777777777777778,19.503968253968253,0.009651356892192708,1.3648955317317473
246,"frozenset({'Third-Person', 'Shooter'})",frozenset({'Action'}),0.01017293997965412,0.34689725330620547,0.01017293997965412,1.0,2.8826979472140764,0.00664397504266322,inf
247,frozenset({'Action'}),"frozenset({'Third-Person', 'Shooter'})",0.34689725330620547,0.01017293997965412,0.01017293997965412,0.029325513196480944,2.882697947214077,0.00664397504266322,1.0197312008064592
248,frozenset({'Third-Person'}),"frozenset({'Action', 'Shooter'})",0.014242115971515769,0.03662258392675483,0.01017293997965412,0.7142857142857143,19.503968253968253,0.009651356892192708,3.371820956256358
249,frozenset({'Shooter'}),"frozenset({'Action', 'Third-Person'})",0.03662258392675483,0.01017293997965412,0.01017293997965412,0.2777777777777778,27.305555555555554,0.009800380631467398,1.3705297754127868
250,"frozenset({'General', 'Fantasy'})",frozenset({'Action Adventure'}),0.018311291963377416,0.0671414038657172,0.012207527975584944,0.6666666666666666,9.929292929292929,0.010978082126568759,2.798575788402848
251,"frozenset({'General', 'Action Adventure'})",frozenset({'Fantasy'}),0.0254323499491353,0.08646998982706001,0.012207527975584944,0.48,5.551058823529412,0.010008392934204984,1.7567884811018075
252,"frozenset({'Fantasy', 'Action Adventure'})",frozenset({'General'}),0.03560528992878942,0.23601220752797558,0.012207527975584944,0.34285714285714286,1.4527093596059113,0.003804244899817757,1.1625901189791676
253,frozenset({'General'}),"frozenset({'Fantasy', 'Action Adventure'})",0.23601220752797558,0.03560528992878942,0.012207527975584944,0.05172413793103448,1.4527093596059113,0.003804244899817757,1.0169980578932767
254,frozenset({'Fantasy'}),"frozenset({'General', 'Action Adventure'})",0.08646998982706001,0.0254323499491353,0.012207527975584944,0.1411764705882353,5.551058823529411,0.010008392934204984,1.134770551429089
255,frozenset({'Action Adventure'}),"frozenset({'General', 'Fantasy'})",0.0671414038657172,0.018311291963377416,0.012207527975584944,0.1818181818181818,9.929292929292927,0.010978082126568759,1.199841754266983
256,"frozenset({'Miscellaneous', 'Application'})",frozenset({'General'}),0.029501525940996948,0.23601220752797558,0.015259409969481181,0.5172413793103449,2.191587395957194,0.008296689706702654,1.5825461415491935
257,"frozenset({'Miscellaneous', 'General'})",frozenset({'Application'}),0.10274669379450661,0.029501525940996948,0.015259409969481181,0.14851485148514854,5.034141345169,0.012228225717150874,1.139771463720457
258,"frozenset({'Application', 'General'})",frozenset({'Miscellaneous'}),0.015259409969481181,0.2685656154628688,0.015259409969481181,1.0,3.723484848484848,0.011161257139427231,inf
259,frozenset({'Miscellaneous'}),"frozenset({'Application', 'General'})",0.2685656154628688,0.015259409969481181,0.015259409969481181,0.056818181818181816,3.723484848484848,0.011161257139427231,1.0440623123215138
260,frozenset({'Application'}),"frozenset({'Miscellaneous', 'General'})",0.029501525940996948,0.10274669379450661,0.015259409969481181,0.5172413793103449,5.034141345169,0.012228225717150874,1.858596134282808
261,frozenset({'General'}),"frozenset({'Miscellaneous', 'Application'})",0.23601220752797558,0.029501525940996948,0.015259409969481181,0.06465517241379311,2.191587395957194,0.008296689706702654,1.0375836220354318
262,"frozenset({'Arcade', 'Racing'})",frozenset({'Automobile'}),0.023397761953204477,0.014242115971515769,0.014242115971515769,0.6086956521739131,42.73913043478261,0.013908882332304312,2.519159036961682
263,"frozenset({'Arcade', 'Automobile'})",frozenset({'Racing'}),0.014242115971515769,0.044760935910478125,0.014242115971515769,1.0,22.340909090909093,0.013604625531285153,inf
264,"frozenset({'Racing', 'Automobile'})",frozenset({'Arcade'}),0.014242115971515769,0.06408952187182096,0.014242115971515769,1.0,15.603174603174603,0.013329345568458297,inf
265,frozenset({'Arcade'}),"frozenset({'Racing', 'Automobile'})",0.06408952187182096,0.014242115971515769,0.014242115971515769,0.2222222222222222,15.603174603174601,0.013329345568458297,1.2674029937509081
266,frozenset({'Racing'}),"frozenset({'Arcade', 'Automobile'})",0.044760935910478125,0.014242115971515769,0.014242115971515769,0.31818181818181823,22.340909090909093,0.013604625531285153,1.4457782299084436
267,frozenset({'Automobile'}),"frozenset({'Arcade', 'Racing'})",0.014242115971515769,0.023397761953204477,0.014242115971515769,1.0,42.73913043478261,0.013908882332304312,inf
268,"frozenset({'Arcade', 'Driving'})",frozenset({'Racing'}),0.018311291963377416,0.044760935910478125,0.018311291963377416,1.0,22.340909090909093,0.017491661397366628,inf
269,"frozenset({'Arcade', 'Racing'})",frozenset({'Driving'}),0.023397761953204477,0.03967446592065107,0.018311291963377416,0.782608695652174,19.725752508361204,0.0173829982541455,4.417497456765006
270,"frozenset({'Driving', 'Racing'})",frozenset({'Arcade'}),0.03967446592065107,0.06408952187182096,0.018311291963377416,0.46153846153846156,7.201465201465202,0.015768574412003036,1.7381194593809042
271,frozenset({'Arcade'}),"frozenset({'Driving', 'Racing'})",0.06408952187182096,0.03967446592065107,0.018311291963377416,0.2857142857142857,7.201465201465201,0.015768574412003036,1.3444557477110886
272,frozenset({'Driving'}),"frozenset({'Arcade', 'Racing'})",0.03967446592065107,0.023397761953204477,0.018311291963377416,0.46153846153846156,19.725752508361204,0.0173829982541455,1.8136898706583346
273,frozenset({'Racing'}),"frozenset({'Arcade', 'Driving'})",0.044760935910478125,0.018311291963377416,0.018311291963377416,0.4090909090909091,22.340909090909093,0.017491661397366628,1.661319352061977
274,"frozenset({'Arcade', 'Sports'})",frozenset({'Traditional'}),0.022380467955239063,0.03967446592065107,0.022380467955239063,1.0,25.205128205128204,0.021492534842060707,inf
275,"frozenset({'Arcade', 'Traditional'})",frozenset({'Sports'}),0.022380467955239063,0.06408952187182096,0.022380467955239063,1.0,15.603174603174603,0.02094611446472018,inf
276,"frozenset({'Sports', 'Traditional'})",frozenset({'Arcade'}),0.03967446592065107,0.06408952187182096,0.022380467955239063,0.5641025641025641,8.801790801790801,0.01983775040386468,2.147088743941117
277,frozenset({'Arcade'}),"frozenset({'Sports', 'Traditional'})",0.06408952187182096,0.03967446592065107,0.022380467955239063,0.3492063492063492,8.801790801790801,0.01983775040386468,1.4756221621219263
278,frozenset({'Sports'}),"frozenset({'Arcade', 'Traditional'})",0.06408952187182096,0.022380467955239063,0.022380467955239063,0.3492063492063492,15.603174603174603,0.02094611446472018,1.5021958663126813
279,frozenset({'Traditional'}),"frozenset({'Arcade', 'Sports'})",0.03967446592065107,0.022380467955239063,0.022380467955239063,0.5641025641025641,25.205128205128208,0.021492534842060707,2.242774220573275
280,"frozenset({'Role-Playing', 'Console-style RPG'})",frozenset({'Japanese-Style'}),0.0508646998982706,0.03458799593082401,0.014242115971515769,0.27999999999999997,8.095294117647057,0.0124828079384118,1.3408500056516335
281,"frozenset({'Role-Playing', 'Japanese-Style'})",frozenset({'Console-style RPG'}),0.03458799593082401,0.0508646998982706,0.014242115971515769,0.4117647058823529,8.095294117647057,0.0124828079384118,1.61353001017294
282,"frozenset({'Console-style RPG', 'Japanese-Style'})",frozenset({'Role-Playing'}),0.014242115971515769,0.1363173957273652,0.014242115971515769,1.0,7.335820895522389,0.012300667812631625,inf
283,frozenset({'Role-Playing'}),"frozenset({'Console-style RPG', 'Japanese-Style'})",0.1363173957273652,0.014242115971515769,0.014242115971515769,0.10447761194029852,7.335820895522389,0.012300667812631625,1.100762970498474
284,frozenset({'Console-style RPG'}),"frozenset({'Role-Playing', 'Japanese-Style'})",0.0508646998982706,0.03458799593082401,0.014242115971515769,0.27999999999999997,8.095294117647057,0.0124828079384118,1.3408500056516335
285,frozenset({'Japanese-Style'}),"frozenset({'Role-Playing', 'Console-style RPG'})",0.03458799593082401,0.0508646998982706,0.014242115971515769,0.4117647058823529,8.095294117647057,0.0124828079384118,1.61353001017294
286,"frozenset({'Role-Playing', 'Trainer'})",frozenset({'Console-style RPG'}),0.038657171922685654,0.0508646998982706,0.015259409969481181,0.3947368421052632,7.760526315789474,0.013293124520717924,1.5681365827767706
287,"frozenset({'Role-Playing', 'Console-style RPG'})",frozenset({'Trainer'}),0.0508646998982706,0.038657171922685654,0.015259409969481181,0.3,7.760526315789474,0.013293124520717924,1.3733468972533063
288,"frozenset({'Console-style RPG', 'Trainer'})",frozenset({'Role-Playing'}),0.015259409969481181,0.1363173957273652,0.015259409969481181,1.0,7.335820895522389,0.013179286942105312,inf
289,frozenset({'Role-Playing'}),"frozenset({'Console-style RPG', 'Trainer'})",0.1363173957273652,0.015259409969481181,0.015259409969481181,0.11194029850746269,7.335820895522388,0.013179286942105312,1.1088675551604161
290,frozenset({'Trainer'}),"frozenset({'Role-Playing', 'Console-style RPG'})",0.038657171922685654,0.0508646998982706,0.015259409969481181,0.3947368421052632,7.760526315789474,0.013293124520717924,1.5681365827767706
291,frozenset({'Console-style RPG'}),"frozenset({'Role-Playing', 'Trainer'})",0.0508646998982706,0.038657171922685654,0.015259409969481181,0.3,7.760526315789474,0.013293124520717924,1.3733468972533063
292,"frozenset({'Kart', 'Driving'})",frozenset({'Racing'}),0.01627670396744659,0.044760935910478125,0.01627670396744659,1.0,22.340909090909093,0.015548143464325889,inf
293,"frozenset({'Kart', 'Racing'})",frozenset({'Driving'}),0.01627670396744659,0.03967446592065107,0.01627670396744659,1.0,25.205128205128204,0.015630934430589605,inf
294,"frozenset({'Driving', 'Racing'})",frozenset({'Kart'}),0.03967446592065107,0.01627670396744659,0.01627670396744659,0.41025641025641024,25.205128205128204,0.015630934430589605,1.6680525454465036
295,frozenset({'Kart'}),"frozenset({'Driving', 'Racing'})",0.01627670396744659,0.03967446592065107,0.01627670396744659,1.0,25.205128205128204,0.015630934430589605,inf
296,frozenset({'Driving'}),"frozenset({'Kart', 'Racing'})",0.03967446592065107,0.01627670396744659,0.01627670396744659,0.41025641025641024,25.205128205128204,0.015630934430589605,1.6680525454465036
297,frozenset({'Racing'}),"frozenset({'Kart', 'Driving'})",0.044760935910478125,0.01627670396744659,0.01627670396744659,0.36363636363636365,22.340909090909093,0.015548143464325889,1.545850893765441
298,"frozenset({'Tactics', 'Strategy'})",frozenset({'Fantasy'}),0.06408952187182096,0.08646998982706001,0.03560528992878942,0.5555555555555555,6.424836601307189,0.03006346962451192,2.0554425228891144
299,"frozenset({'Tactics', 'Fantasy'})",frozenset({'Strategy'}),0.03560528992878942,0.0844354018311292,0.03560528992878942,1.0,11.843373493975903,0.032598942966338224,inf
300,"frozenset({'Strategy', 'Fantasy'})",frozenset({'Tactics'}),0.04679552390640895,0.06408952187182096,0.03560528992878942,0.7608695652173912,11.871980676328501,0.0326061871758863,3.913807453990566
301,frozenset({'Tactics'}),"frozenset({'Strategy', 'Fantasy'})",0.06408952187182096,0.04679552390640895,0.03560528992878942,0.5555555555555555,11.8719806763285,0.0326061871758863,2.1447100712105795
302,frozenset({'Strategy'}),"frozenset({'Tactics', 'Fantasy'})",0.0844354018311292,0.03560528992878942,0.03560528992878942,0.4216867469879518,11.843373493975903,0.032598942966338224,1.6675991861648014
303,frozenset({'Fantasy'}),"frozenset({'Tactics', 'Strategy'})",0.08646998982706001,0.06408952187182096,0.03560528992878942,0.411764705882353,6.42483660130719,0.03006346962451192,1.5910478128179046
304,"frozenset({'Turn-Based', 'Fantasy'})",frozenset({'Strategy'}),0.04170905391658189,0.0844354018311292,0.04170905391658189,1.0,11.843373493975903,0.03818733318913906,inf
